,Taxon_rank,Order,Family,Family_English_name,Scientific_name,English_name_AviList
4635,subspecies,Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus glaucoides glaucoides,
4636,subspecies,Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus glaucoides kumlieni,
4637,subspecies,Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus glaucoides thayeri,
4638,order,Eurypygiformes,,,Eurypygiformes,
4639,family,Eurypygiformes,Eurypygidae,Sunbittern,Eurypygidae,
4640,genus,Eurypygiformes,Eurypygidae,Sunbittern,Eurypyga,
4641,species,Eurypygiformes,Eurypygidae,Sunbittern,Eurypyga helias,Sunbittern
4642,subspecies,Eurypygiformes,Eurypygidae,Sunbittern,Eurypyga helias major,
4643,subspecies,Eurypygiformes,Eurypygidae,Sunbittern,Eurypyga helias meridionalis,
4644,subspecies,Eurypygiformes,Eurypygidae,Sunbittern,Eurypyga helias helias,
4645,family,Eurypygiformes,Rhynochetidae,Kagu,Rhynochetidae,
4646,genus,Eurypygiformes,Rhynochetidae,Kagu,Rhynochetos,
4647,species,Eurypygiformes,Rhynochetidae,Kagu,Rhynochetos jubatus,Kagu
4648,order,Phaethontiformes,,,Phaethontiformes,
4649,family,Phaethontiformes,Phaethontidae,Tropicbirds,Phaethontidae,
4650,genus,Phaethontiformes,Phaethontidae,Tropicbirds,Phaethon,
4651,species,Phaethontiformes,Phaethontidae,Tropicbirds,Phaethon aethereus,Red-billed Tropicbird
4652,subspecies,Phaethontiformes,Phaethontidae,Tropicbirds,Phaethon aethereus mesonauta,
4653,subspecies,Phaethontiformes,Phaethontidae,Tropicbirds,Phaethon aethereus aethereus,
4654,subspecies,Phaethontiformes,Phaethontidae,Tropicbirds,Phaethon aethereus indicus,
4655,species,Phaethontiformes,Phaethontidae,Tropicbirds,Phaethon rubricauda,Red-tailed Tropicbird
4656,subspecies,Phaethontiformes,Phaethontidae,Tropicbirds,Phaethon rubricauda rubricauda,
4657,subspecies,Phaethontiformes,Phaethontidae,Tropicbirds,Phaethon rubricauda westralis,
4658,subspecies,Phaethontiformes,Phaethontidae,Tropicbirds,Phaethon rubricauda roseotinctus,
4659,subspecies,Phaethontiformes,Phaethontidae,Tropicbirds,Phaethon rubricauda melanorhynchos,
4660,species,Phaethontiformes,Phaethontidae,Tropicbirds,Phaethon lepturus,White-tailed Tropicbird
4661,subspecies,Phaethontiformes,Phaethontidae,Tropicbirds,Phaethon lepturus catesbyi,
4662,subspecies,Phaethontiformes,Phaethontidae,Tropicbirds,Phaethon lepturus ascensionis,
4663,subspecies,Phaethontiformes,Phaethontidae,Tropicbirds,Phaethon lepturus lepturus,
4664,subspecies,Phaethontiformes,Phaethontidae,Tropicbirds,Phaethon lepturus europae,
4665,subspecies,Phaethontiformes,Phaethontidae,Tropicbirds,Phaethon lepturus fulvus,
4666,subspecies,Phaethontiformes,Phaethontidae,Tropicbirds,Phaethon lepturus dorotheae,
4667,order,Gaviiformes,,,Gaviiformes,
4668,family,Gaviiformes,Gaviidae,Loons,Gaviidae,
4669,genus,Gaviiformes,Gaviidae,Loons,Gavia,
4670,species,Gaviiformes,Gaviidae,Loons,Gavia stellata,Red-throated Loon
4671,species,Gaviiformes,Gaviidae,Loons,Gavia immer,Common Loon
4672,species,Gaviiformes,Gaviidae,Loons,Gavia adamsii,Yellow-billed Loon
4673,species,Gaviiformes,Gaviidae,Loons,Gavia pacifica,Pacific Loon
4674,species,Gaviiformes,Gaviidae,Loons,Gavia arctica,Black-throated Loon
4675,subspecies,Gaviiformes,Gaviidae,Loons,Gavia arctica arctica,
4676,subspecies,Gaviiformes,Gaviidae,Loons,Gavia arctica viridigularis,
4677,order,Sphenisciformes,,,Sphenisciformes,
4678,family,Sphenisciformes,Spheniscidae,Penguins,Spheniscidae,
4679,genus,Sphenisciformes,Spheniscidae,Penguins,Aptenodytes,
4680,species,Sphenisciformes,Spheniscidae,Penguins,Aptenodytes patagonicus,King Penguin
4681,species,Sphenisciformes,Spheniscidae,Penguins,Aptenodytes forsteri,Emperor Penguin
4682,genus,Sphenisciformes,Spheniscidae,Penguins,Pygoscelis,
4683,species,Sphenisciformes,Spheniscidae,Penguins,Pygoscelis adeliae,Adelie Penguin
4684,species,Sphenisciformes,Spheniscidae,Penguins,Pygoscelis papua,Gentoo Penguin
4685,subspecies,Sphenisciformes,Spheniscidae,Penguins,Pygoscelis papua taeniata,
4686,subspecies,Sphenisciformes,Spheniscidae,Penguins,Pygoscelis papua papua,
4687,subspecies,Sphenisciformes,Spheniscidae,Penguins,Pygoscelis papua ellsworthi,
4688,subspecies,Sphenisciformes,Spheniscidae,Penguins,Pygoscelis papua poncetii,
4689,species,Sphenisciformes,Spheniscidae,Penguins,Pygoscelis antarcticus,Chinstrap Penguin
4690,genus,Sphenisciformes,Spheniscidae,Penguins,Eudyptula,
4691,species,Sphenisciformes,Spheniscidae,Penguins,Eudyptula minor,Little Penguin
4692,subspecies,Sphenisciformes,Spheniscidae,Penguins,Eudyptula minor novaehollandiae,
4693,subspecies,Sphenisciformes,Spheniscidae,Penguins,Eudyptula minor iredalei,
4694,subspecies,Sphenisciformes,Spheniscidae,Penguins,Eudyptula minor variabilis,
4695,subspecies,Sphenisciformes,Spheniscidae,Penguins,Eudyptula minor minor,
4696,subspecies,Sphenisciformes,Spheniscidae,Penguins,Eudyptula minor albosignata,
4697,subspecies,Sphenisciformes,Spheniscidae,Penguins,Eudyptula minor chathamensis,
4698,genus,Sphenisciformes,Spheniscidae,Penguins,Spheniscus,
4699,species,Sphenisciformes,Spheniscidae,Penguins,Spheniscus demersus,African Penguin
4700,species,Sphenisciformes,Spheniscidae,Penguins,Spheniscus humboldti,Humboldt Penguin
4701,species,Sphenisciformes,Spheniscidae,Penguins,Spheniscus mendiculus,Galapagos Penguin
4702,species,Sphenisciformes,Spheniscidae,Penguins,Spheniscus magellanicus,Magellanic Penguin
4703,genus,Sphenisciformes,Spheniscidae,Penguins,Megadyptes,
4704,species,Sphenisciformes,Spheniscidae,Penguins,Megadyptes antipodes,Yellow-eyed Penguin
4705,genus,Sphenisciformes,Spheniscidae,Penguins,Eudyptes,
4706,species,Sphenisciformes,Spheniscidae,Penguins,Eudyptes pachyrhynchus,Fiordland Penguin
4707,species,Sphenisciformes,Spheniscidae,Penguins,Eudyptes sclateri,Erect-crested Penguin
4708,species,Sphenisciformes,Spheniscidae,Penguins,Eudyptes chrysolophus,Macaroni Penguin
4709,species,Sphenisciformes,Spheniscidae,Penguins,Eudyptes schlegeli,Royal Penguin
4710,species,Sphenisciformes,Spheniscidae,Penguins,Eudyptes chrysocome,Western Rockhopper Penguin
4711,species,Sphenisciformes,Spheniscidae,Penguins,Eudyptes filholi,Eastern Rockhopper Penguin
4712,species,Sphenisciformes,Spheniscidae,Penguins,Eudyptes moseleyi,Northern Rockhopper Penguin
4713,species,Sphenisciformes,Spheniscidae,Penguins,Eudyptes robustus,Snares Penguin
4714,order,Procellariiformes,,,Procellariiformes,
4715,family,Procellariiformes,Diomedeidae,Albatrosses,Diomedeidae,
4716,genus,Procellariiformes,Diomedeidae,Albatrosses,Phoebastria,
4717,species,Procellariiformes,Diomedeidae,Albatrosses,Phoebastria irrorata,Waved Albatross
4718,species,Procellariiformes,Diomedeidae,Albatrosses,Phoebastria immutabilis,Laysan Albatross
4719,species,Procellariiformes,Diomedeidae,Albatrosses,Phoebastria nigripes,Black-footed Albatross
4720,species,Procellariiformes,Diomedeidae,Albatrosses,Phoebastria albatrus,Short-tailed Albatross
4721,genus,Procellariiformes,Diomedeidae,Albatrosses,Diomedea,
4722,species,Procellariiformes,Diomedeidae,Albatrosses,Diomedea sanfordi,Northern Royal Albatross
4723,species,Procellariiformes,Diomedeidae,Albatrosses,Diomedea epomophora,Southern Royal Albatross
4724,species,Procellariiformes,Diomedeidae,Albatrosses,Diomedea exulans,Snowy Albatross
4725,species,Procellariiformes,Diomedeidae,Albatrosses,Diomedea dabbenena,Tristan Albatross
4726,species,Procellariiformes,Diomedeidae,Albatrosses,Diomedea antipodensis,Antipodean Albatross
4727,subspecies,Procellariiformes,Diomedeidae,Albatrosses,Diomedea antipodensis antipodensis,
4728,subspecies,Procellariiformes,Diomedeidae,Albatrosses,Diomedea antipodensis gibsoni,
4729,species,Procellariiformes,Diomedeidae,Albatrosses,Diomedea amsterdamensis,Amsterdam Albatross
4730,genus,Procellariiformes,Diomedeidae,Albatrosses,Phoebetria,
4731,species,Procellariiformes,Diomedeidae,Albatrosses,Phoebetria palpebrata,Light-mantled Albatross
4732,species,Procellariiformes,Diomedeidae,Albatrosses,Phoebetria fusca,Sooty Albatross
4733,genus,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche,
4734,species,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche chlororhynchos,Atlantic Yellow-nosed Albatross
4735,species,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche carteri,Indian Yellow-nosed Albatross
4736,species,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche chrysostoma,Grey-headed Albatross
4737,species,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche melanophris,Black-browed Albatross
4738,subspecies,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche melanophris melanophris,
4739,subspecies,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche melanophris impavida,
4740,species,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche bulleri,Buller's Albatross
4741,subspecies,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche bulleri bulleri,
4742,subspecies,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche bulleri platei,
4743,species,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche cauta,Shy Albatross
4744,subspecies,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche cauta cauta,
4745,subspecies,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche cauta steadi,
4746,species,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche salvini,Salvin's Albatross
4747,species,Procellariiformes,Diomedeidae,Albatrosses,Thalassarche eremita,Chatham Albatross
4748,family,Procellariiformes,Oceanitidae,Southern Storm Petrels,Oceanitidae,
4749,genus,Procellariiformes,Oceanitidae,Southern Storm Petrels,Oceanites,
4750,species,Procellariiformes,Oceanitidae,Southern Storm Petrels,Oceanites oceanicus,Wilson's Storm Petrel
4751,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Oceanites oceanicus oceanicus,
4752,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Oceanites oceanicus exasperatus,
4753,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Oceanites oceanicus chilensis,
4754,species,Procellariiformes,Oceanitidae,Southern Storm Petrels,Oceanites pincoyae,Pincoya Storm Petrel
4755,species,Procellariiformes,Oceanitidae,Southern Storm Petrels,Oceanites gracilis,Elliot's Storm Petrel
4756,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Oceanites gracilis gracilis,
4757,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Oceanites gracilis galapagoensis,
4758,genus,Procellariiformes,Oceanitidae,Southern Storm Petrels,Nesofregetta,
4759,species,Procellariiformes,Oceanitidae,Southern Storm Petrels,Nesofregetta fuliginosa,Polynesian Storm Petrel
4760,genus,Procellariiformes,Oceanitidae,Southern Storm Petrels,Garrodia,
4761,species,Procellariiformes,Oceanitidae,Southern Storm Petrels,Garrodia nereis,Grey-backed Storm Petrel
4762,genus,Procellariiformes,Oceanitidae,Southern Storm Petrels,Pelagodroma,
4763,species,Procellariiformes,Oceanitidae,Southern Storm Petrels,Pelagodroma marina,White-faced Storm Petrel
4764,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Pelagodroma marina hypoleuca,
4765,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Pelagodroma marina eadesorum,
4766,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Pelagodroma marina marina,
4767,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Pelagodroma marina dulciae,
4768,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Pelagodroma marina maoriana,
4769,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Pelagodroma marina albiclunis,
4770,genus,Procellariiformes,Oceanitidae,Southern Storm Petrels,Fregetta,
4771,species,Procellariiformes,Oceanitidae,Southern Storm Petrels,Fregetta grallaria,White-bellied Storm Petrel
4772,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Fregetta grallaria grallaria,
4773,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Fregetta grallaria leucogaster,
4774,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Fregetta grallaria segethi,
4775,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Fregetta grallaria titan,
4776,species,Procellariiformes,Oceanitidae,Southern Storm Petrels,Fregetta maoriana,New Zealand Storm Petrel
4777,species,Procellariiformes,Oceanitidae,Southern Storm Petrels,Fregetta lineata,New Caledonian Storm Petrel
4778,species,Procellariiformes,Oceanitidae,Southern Storm Petrels,Fregetta tropica,Black-bellied Storm Petrel
4779,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Fregetta tropica tropica,
4780,subspecies,Procellariiformes,Oceanitidae,Southern Storm Petrels,Fregetta tropica melanoleuca,
4781,family,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobatidae,
4782,genus,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates,
4783,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates pelagicus,European Storm Petrel
4784,subspecies,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates pelagicus pelagicus,
4785,subspecies,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates pelagicus melitensis,
4786,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates furcatus,Fork-tailed Storm Petrel
4787,subspecies,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates furcatus furcatus,
4788,subspecies,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates furcatus plumbeus,
4789,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates jabejabe,Cape Verde Storm Petrel
4790,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates castro,Band-rumped Storm Petrel
4791,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates monteiroi,Monteiro's Storm Petrel
4792,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates melania,Black Storm Petrel
4793,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates markhami,Markham's Storm Petrel
4794,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates microsoma,Least Storm Petrel
4795,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates tethys,Wedge-rumped Storm Petrel
4796,subspecies,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates tethys tethys,
4797,subspecies,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates tethys kelsalli,
4798,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates hornbyi,Ringed Storm Petrel
4799,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates homochroa,Ashy Storm Petrel
4800,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates tristrami,Tristram's Storm Petrel
4801,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates monorhis,Swinhoe's Storm Petrel
4802,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates matsudairae,Matsudaira's Storm Petrel
4803,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates macrodactylus,Guadalupe Storm Petrel
4804,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates socorroensis,Townsend's Storm Petrel
4805,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates cheimomnestes,Ainley's Storm Petrel
4806,species,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates leucorhous,Leach's Storm Petrel
4807,subspecies,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates leucorhous leucorhous,
4808,subspecies,Procellariiformes,Hydrobatidae,Northern Storm Petrels,Hydrobates leucorhous chapmani,
4809,family,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Procellariidae,
4810,genus,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Pagodroma,
4811,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Pagodroma nivea,Snow Petrel
4812,subspecies,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Pagodroma nivea nivea,
4813,subspecies,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Pagodroma nivea major,
4814,genus,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Thalassoica,
4815,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Thalassoica antarctica,Antarctic Petrel
4816,genus,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Daption,
4817,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Daption capense,Pintado Petrel
4818,subspecies,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Daption capense capense,
4819,subspecies,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Daption capense australe,
4820,genus,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Macronectes,
4821,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Macronectes giganteus,Southern Giant Petrel
4822,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Macronectes halli,Northern Giant Petrel
4823,genus,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Fulmarus,
4824,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Fulmarus glacialoides,Southern Fulmar
4825,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Fulmarus glacialis,Northern Fulmar
4826,subspecies,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Fulmarus glacialis glacialis,
4827,subspecies,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Fulmarus glacialis auduboni,
4828,subspecies,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Fulmarus glacialis rodgersii,
4829,genus,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Bulweria,
4830,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Bulweria bifax,Olson's Petrel
4831,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Bulweria bulwerii,Bulwer's Petrel
4832,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Bulweria fallax,Jouanin's Petrel
4833,genus,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Pseudobulweria,
4834,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Pseudobulweria macgillivrayi,Fiji Petrel
4835,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Pseudobulweria aterrima,Mascarene Petrel
4836,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Pseudobulweria rostrata,Tahiti Petrel
4837,subspecies,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Pseudobulweria rostrata rostrata,
4838,subspecies,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Pseudobulweria rostrata trouessarti,
4839,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Pseudobulweria becki,Beck's Petrel
4840,genus,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Procellaria,
4841,species,Procellariiformes,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",Procellaria westlandica,Westland Petrel
